Product Name,Brand Name,Reviews
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your prompt response. We look forward to working with you in the future.,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your prompt response. We look forward to working with you in the future.,
SaaS Apps,SaaS,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
SaaS Apps,SaaS,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,call should be with in 30 min after call logging,
Hybrid Workloads (Phoenix),Enterprise,appreciated,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your prompt response. We look forward to working with you in the future.,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your prompt response. We look forward to working with you in the future.,
SaaS Apps,SaaS,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
inSync On-Premise,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
SaaS Apps,SaaS,"Shoeb was excellent to work with, he was very helpful, and certainly knowledgable.",
SaaS Apps,SaaS,Shoeb Shaikh was a great help and worked the problem until it was resolved.,
Hybrid Workloads (Phoenix),Enterprise,Satisfied.,
SaaS Apps,SaaS,"Case 00199797 excellent handled call and meeting with Mahesh Hi Mahesh, Many Thanks for the speedy response to our request and setting up the Zoom meeting. We are happy for you to close off this call. Regards Steven Moulder | Leidos Innovations UK LTD",
Hybrid Workloads (Phoenix),Enterprise,Support response is excellent. Engineer was knowedgeable and resolved the issue almost immediately,
SaaS Apps,SaaS,"Mahesh was absolutely fantastic and supported me very well from start to finish. He's very patient and explained everything very clearly for me. Kudos to Mahesh for his excellent customer service skills. It turns out that the limitations and errors are due to Microsoft, not Druva...so far, I'm very content with the product itself, although some of this could/should have been caught during ONBoarding. Thank you for the support and resolution of my problems, much appreciated...",
Endpoints,EP,As I mentioned during the call your product lacks the automated deployment on MAC. On MAC after installing your product there are a bunch of things a user has to configure. There is no way to full automate the deployment. This is something you guys should prioritize by using Azure AD.,
Endpoints,EP,Working Aaquib was great as he was a one stop source of all of the information we needed. He also worked with us on a scheduled call to cover items that weren't in the ticket and this was VERY helpful. Hope to speak with him again if something comes up. Thanks!,
SaaS Apps,SaaS,Excellent and quick Support whenever needed.,
Hybrid Workloads (Phoenix),Enterprise,Support engineer was excellent and very helpful!,
Hybrid Workloads (Phoenix),Enterprise,Keep up the good work!!,
SaaS Apps,SaaS,Very helpful. Understood my issue and resolved it quickly. Was very polite and a pleasure to talk to.,
Hybrid Workloads (Phoenix),Enterprise,You guys in support are amazing - I love working with you all - thank you so much for your help! My customers love you! -Brendon Miller,
SaaS Apps,SaaS,Great Job! - Thank you Thank you! -Brendon Miller,
SaaS Apps,SaaS,Excellent and polite support - willing to help,
SaaS Apps,SaaS,Thanks for the help.,
Hybrid Workloads (Phoenix),Enterprise,Keep up the good work!!,
Hybrid Workloads (Phoenix),Enterprise,Great work!,
SaaS Apps,SaaS,Very helpful of Druva proactively opening tickets when they notice unusual activity. It increases our reassurance that Druva is protecting our environment.,
Endpoints,EP,Great customer experience.,
SaaS Apps,SaaS,"Sometimes hard to understand technical staff due to accent and speaking rate (too fast). Otherwise, staff is knowledgeable about the product and very helpful in resolving issues/questions. Thank you!",
Hybrid Workloads (Phoenix),Enterprise,Thank you Giri :),
Endpoints,EP,Support was able to resolve my issue quickly and efficiently,
Endpoints,EP,I wish I could have easily found a knowledge base article that explained the AuthKey usage.,
SaaS Apps,SaaS,"Minhazuddin did an amazing job assisting the customer with configuring Gsuite backup, educating the customer on the various options available, and answering the customer's questions. Super happy to have him on the call to make this a smooth POC kickoff. Thanks Minzy!!",
Hybrid Workloads (Phoenix),Enterprise,Great work! Thanks!,
Endpoints,EP,"Great help from Vipul, as always. Thank you!",
Hybrid Workloads (Phoenix),Enterprise,Keep up the great work,
Hybrid Workloads (Phoenix),Enterprise,Support is always quick to respond and very knowledgeable.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your prompt response. We look forward to working with you in the future.,
